Country;Year;Top_10%;Top_1%
Norway;2019;0.3011;0.0933
Poland;1980;0.2247;0.0435
Poland;1981;0.2247;0.0435
Poland;1982;0.2247;0.0435
Poland;1983;0.2247;0.0435
Poland;1984;0.2316;0.0487
Poland;1985;0.2275;0.043
Poland;1986;0.2272;0.0428
Poland;1987;0.222;0.0439
Poland;1988;0.2189;0.0423
Poland;1989;0.2317;0.0451
Poland;1990;0.2442;0.0551
Poland;1991;0.2601;0.0663
Poland;1992;0.2586;0.0761
Poland;1993;0.2649;0.0818
Poland;1994;0.2871;0.0971
Poland;1995;0.3108;0.1106
Poland;1996;0.3086;0.09
Poland;1997;0.3083;0.0977
Poland;1998;0.3228;0.1092
Poland;1999;0.3194;0.1071
Poland;2000;0.3329;0.1042
Poland;2001;0.333;0.0996
Poland;2002;0.3424;0.104
Poland;2003;0.352;0.1021
Poland;2004;0.3631;0.1292
Poland;2005;0.3622;0.1352
Poland;2006;0.3705;0.1424
Poland;2007;0.3719;0.1576
Poland;2008;0.3783;0.1493
Poland;2009;0.3644;0.1363
Poland;2010;0.3662;0.1342
Poland;2011;0.3698;0.1394
Poland;2012;0.3674;0.1386
Poland;2013;0.3658;0.1362
Poland;2014;0.3726;0.1426
Poland;2015;0.3778;0.1491
Poland;2016;0.3743;0.1472
Poland;2017;0.371;0.1452
Poland;2018;0.3746;0.1465
Poland;2019;0.3764;0.1479
Portugal;1980;0.2874;0.0668
Portugal;1981;0.2775;0.0676
Portugal;1982;0.306;0.0672
Portugal;1983;0.316;0.0732
Portugal;1984;0.316;0.0753
Portugal;1985;0.3207;0.078
Portugal;1986;0.3369;0.0791
Portugal;1987;0.3335;0.0815
Portugal;1988;0.3351;0.0847
Portugal;1989;0.3479;0.0873
Portugal;1990;0.3316;0.0894
Portugal;1991;0.3413;0.091
Portugal;1992;0.348;0.092
Portugal;1993;0.361;0.096
Portugal;1994;0.364;0.0968
Portugal;1995;0.367;0.0986
Portugal;1996;0.3625;0.0968
Portugal;1997;0.3703;0.1014
Portugal;1998;0.3691;0.1027
Portugal;1999;0.377;0.1078
Portugal;2000;0.3747;0.1047
Portugal;2001;0.3937;0.1117
Portugal;2002;0.3811;0.1032
Portugal;2003;0.3731;0.1026
Portugal;2004;0.3941;0.1088
Portugal;2005;0.3878;0.1041
Portugal;2006;0.3962;0.1052
Portugal;2007;0.3953;0.111
Portugal;2008;0.3806;0.0973
Portugal;2009;0.3747;0.0967
Portugal;2010;0.3794;0.1004
Portugal;2011;0.3827;0.1116
Portugal;2012;0.3667;0.1014
Portugal;2013;0.3725;0.1054
Portugal;2014;0.3731;0.1072
Portugal;2015;0.3716;0.1086
Portugal;2016;0.373;0.1093
Portugal;2017;0.3764;0.1165
Portugal;2018;0.3674;0.1114
Portugal;2019;0.3651;0.1089
Slovakia;1980;0.23;0.0421
Slovakia;1981;0.2258;0.0395
Slovakia;1982;0.2266;0.0391
Slovakia;1983;0.2252;0.0395
Slovakia;1984;0.2241;0.0391
Slovakia;1985;0.2236;0.039
Slovakia;1986;0.2259;0.0404
Slovakia;1987;0.2159;0.0353
Slovakia;1988;0.2147;0.0367
Slovakia;1989;0.2134;0.0375
Slovakia;1990;0.2159;0.0394
Slovakia;1991;0.2358;0.0505
Slovakia;1992;0.2342;0.0519
Slovakia;1993;0.2444;0.0526
Slovakia;1994;0.2512;0.0605
Slovakia;1995;0.2478;0.0574
Slovakia;1996;0.2537;0.0613
Slovakia;1997;0.2598;0.0649
Slovakia;1998;0.2726;0.0579
Slovakia;1999;0.2731;0.0754
Slovakia;2000;0.2739;0.0739
Slovakia;2001;0.293;0.087
Slovakia;2002;0.309;0.1006
Slovakia;2003;0.2834;0.0805
Slovakia;2004;0.3071;0.0981
Slovakia;2005;0.3043;0.0942
Slovakia;2006;0.3088;0.0961
Slovakia;2007;0.3061;0.093
Slovakia;2008;0.298;0.0867
Slovakia;2009;0.2956;0.0924
Slovakia;2010;0.3177;0.1099
Slovakia;2011;0.3024;0.0957
Slovakia;2012;0.2956;0.0941
Slovakia;2013;0.3252;0.1159
Slovakia;2014;0.2994;0.1019
Slovakia;2015;0.3152;0.1112
Slovakia;2016;0.2929;0.0909
Slovakia;2017;0.2726;0.0838
Slovakia;2018;0.274;0.0785
Slovakia;2019;0.269;0.074
Slovenia;1980;0.2251;0.0428
Slovenia;1981;0.2251;0.0428
Slovenia;1982;0.2251;0.0428
Slovenia;1983;0.2251;0.0428
Slovenia;1984;0.2251;0.0428
Slovenia;1985;0.2251;0.0428
Slovenia;1986;0.2251;0.0428
Slovenia;1987;0.2251;0.0428
Slovenia;1988;0.2251;0.0428
Slovenia;1989;0.2251;0.0428
Slovenia;1990;0.2251;0.0428
Slovenia;1991;0.2259;0.0431
Slovenia;1992;0.2381;0.0488
Slovenia;1993;0.2688;0.0568
Slovenia;1994;0.2642;0.0599
Slovenia;1995;0.282;0.0646
Slovenia;1996;0.2896;0.0662
Slovenia;1997;0.2888;0.0697
Slovenia;1998;0.2896;0.0722
Slovenia;1999;0.3006;0.0775
Slovenia;2000;0.29;0.0726
Slovenia;2001;0.2869;0.0689
Slovenia;2002;0.2927;0.07
Slovenia;2003;0.3012;0.075
Slovenia;2004;0.3018;0.0761
Slovenia;2005;0.3027;0.0746
Slovenia;2006;0.3031;0.0779
Slovenia;2007;0.3037;0.0816
Slovenia;2008;0.3041;0.0808
Slovenia;2009;0.2978;0.0713
Slovenia;2010;0.2986;0.0718
Slovenia;2011;0.2926;0.0702
Slovenia;2012;0.2947;0.0693
Slovenia;2013;0.293;0.0706
Slovenia;2014;0.2996;0.0781
Slovenia;2015;0.2902;0.0711
Slovenia;2016;0.2939;0.0738
Slovenia;2017;0.2946;0.0795
Slovenia;2018;0.2958;0.0803
Slovenia;2019;0.2952;0.0796
Spain;1980;0.3491;0.1135
Spain;1981;0.3467;0.1115
Spain;1982;0.3485;0.1122
Spain;1983;0.3483;0.109
Spain;1984;0.35;0.1081
Spain;1985;0.3519;0.1098
Spain;1986;0.3636;0.1174
Spain;1987;0.3643;0.1179
Spain;1988;0.3672;0.1185
Spain;1989;0.3745;0.1218
Spain;1990;0.367;0.117
Spain;1991;0.3605;0.1145
Spain;1992;0.3523;0.1124
Spain;1993;0.3468;0.1099
Spain;1994;0.3537;0.1143
Spain;1995;0.3547;0.1166
Spain;1996;0.3539;0.1153
Spain;1997;0.3441;0.1102
Spain;1998;0.342;0.1092
Spain;1999;0.3462;0.1118
Spain;2000;0.3423;0.11
Spain;2001;0.3369;0.1058
Spain;2002;0.3393;0.1088
Spain;2003;0.3428;0.1112
Spain;2004;0.3402;0.1098
Spain;2005;0.3378;0.1085
Spain;2006;0.347;0.1132
Spain;2007;0.3464;0.1134
Spain;2008;0.3476;0.1161
Spain;2009;0.3588;0.1263
Spain;2010;0.3434;0.1154
Spain;2011;0.3406;0.1135
Spain;2012;0.3464;0.1214
Spain;2013;0.3469;0.1204
Spain;2014;0.3488;0.1215
Spain;2015;0.3507;0.1242
Spain;2016;0.3489;0.125
Spain;2017;0.3496;0.1261
Spain;2018;0.346;0.125
Spain;2019;0.348;0.1266
Sweden;1980;0.2563;0.0712
Sweden;1981;0.2555;0.0726
Sweden;1982;0.2657;0.0824
Sweden;1983;0.2696;0.0858
Sweden;1984;0.2824;0.0977
Sweden;1985;0.2805;0.0956
Sweden;1986;0.2794;0.0939
Sweden;1987;0.2796;0.0944
Sweden;1988;0.2865;0.1013
Sweden;1989;0.2788;0.0948
Sweden;1990;0.2644;0.08
Sweden;1991;0.2703;0.0797
Sweden;1992;0.2676;0.0775
Sweden;1993;0.2764;0.0847
Sweden;1994;0.3051;0.1075
Sweden;1995;0.313;0.1154
Sweden;1996;0.305;0.105
Sweden;1997;0.3156;0.1137
Sweden;1998;0.3162;0.1151
Sweden;1999;0.3183;0.1167
Sweden;2000;0.3092;0.1009
Sweden;2001;0.2965;0.0877
Sweden;2002;0.2996;0.0914
Sweden;2003;0.3109;0.1047
Sweden;2004;0.316;0.111
Sweden;2005;0.3246;0.1162
Sweden;2006;0.3355;0.1274
Sweden;2007;0.3286;0.1224
Sweden;2008;0.3179;0.1121
Sweden;2009;0.3028;0.0968
Sweden;2010;0.3144;0.1094
Sweden;2011;0.3092;0.1038
Sweden;2012;0.298;0.0976
Sweden;2013;0.2989;0.0977
Sweden;2014;0.3014;0.0989
Sweden;2015;0.3096;0.1039
Sweden;2016;0.2924;0.0908
Sweden;2017;0.3014;0.0984
Sweden;2018;0.2945;0.094
Sweden;2019;0.2961;0.0954
Switzerland;1980;0.3124;0.1073
Switzerland;1981;0.3123;0.1073
Switzerland;1982;0.3146;0.1101
Switzerland;1983;0.3172;0.1131
Switzerland;1984;0.3188;0.1131
Switzerland;1985;0.3202;0.113
Switzerland;1986;0.3203;0.1137
Switzerland;1987;0.32;0.1142
Switzerland;1988;0.3167;0.1117
Switzerland;1989;0.3134;0.1091
Switzerland;1990;0.3122;0.1091
Switzerland;1991;0.3046;0.103
Switzerland;1992;0.2961;0.0958
Switzerland;1993;0.2978;0.0967
Switzerland;1994;0.2989;0.0985
Switzerland;1995;0.2977;0.0982
Switzerland;1996;0.3133;0.1089
Switzerland;1997;0.3188;0.1136
Switzerland;1998;0.3229;0.1154
Switzerland;1999;0.3166;0.1096
Switzerland;2000;0.3227;0.1132
Switzerland;2001;0.3138;0.1054
Switzerland;2002;0.3043;0.095
Switzerland;2003;0.3226;0.1133
Switzerland;2004;0.329;0.1181
Switzerland;2005;0.3414;0.1276
Switzerland;2006;0.3486;0.1325
Switzerland;2007;0.3352;0.1178
Switzerland;2008;0.3118;0.1007
Switzerland;2009;0.3168;0.1054
Switzerland;2010;0.3364;0.1213
Switzerland;2011;0.3389;0.1235
Switzerland;2012;0.3288;0.1133
Switzerland;2013;0.33;0.1123
Switzerland;2014;0.3282;0.1126
Switzerland;2015;0.3297;0.1171
Switzerland;2016;0.328;0.1155
Switzerland;2017;0.3195;0.1076
Switzerland;2018;0.3189;0.1102
Switzerland;2019;0.3256;0.1152
USA;1980;0.342;0.1048
USA;1981;0.3464;0.1069
USA;1982;0.3483;0.1097
USA;1983;0.3544;0.1135
USA;1984;0.3669;0.1199
USA;1985;0.3673;0.121
USA;1986;0.3643;0.1176
USA;1987;0.3738;0.1292
USA;1988;0.3908;0.1472
USA;1989;0.3867;0.1428
USA;1990;0.3864;0.1431
USA;1991;0.3843;0.1359
USA;1992;0.3947;0.1453
USA;1993;0.3912;0.1402
USA;1994;0.3917;0.1387
USA;1995;0.3996;0.144
USA;1996;0.4088;0.1515
USA;1997;0.4158;0.1586
USA;1998;0.42;0.1629
USA;1999;0.4231;0.1666
USA;2000;0.4286;0.1737
USA;2001;0.4201;0.1658
USA;2002;0.416;0.1607
USA;2003;0.4167;0.1627
USA;2004;0.4242;0.1695
USA;2005;0.4344;0.1778
USA;2006;0.4423;0.1837
USA;2007;0.442;0.1851
USA;2008;0.438;0.1812
USA;2009;0.4259;0.1672
USA;2010;0.4388;0.1772
USA;2011;0.4447;0.1822
USA;2012;0.4555;0.1933
USA;2013;0.4506;0.184
USA;2014;0.4567;0.1893
USA;2015;0.4568;0.1888
USA;2016;0.4543;0.1863
USA;2017;0.4535;0.188
USA;2018;0.4563;0.1896
USA;2019;0.4546;0.1876
United Kingdom;1980;0.2903;0.0718
United Kingdom;1981;0.2903;0.0718
United Kingdom;1982;0.2908;0.073
United Kingdom;1983;0.2957;0.0727
United Kingdom;1984;0.3017;0.0752
United Kingdom;1985;0.3027;0.0772
United Kingdom;1986;0.3051;0.0783
United Kingdom;1987;0.3078;0.0811
United Kingdom;1988;0.314;0.0858
United Kingdom;1989;0.3096;0.0814
United Kingdom;1990;0.3239;0.0816
United Kingdom;1991;0.3247;0.0817
United Kingdom;1992;0.3222;0.0769
United Kingdom;1993;0.3333;0.0868
United Kingdom;1994;0.342;0.099
United Kingdom;1995;0.3434;0.1003
United Kingdom;1996;0.355;0.1147
United Kingdom;1997;0.354;0.1192
United Kingdom;1998;0.3635;0.1281
United Kingdom;1999;0.3659;0.1204
United Kingdom;2000;0.3586;0.1159
United Kingdom;2001;0.3618;0.1154
United Kingdom;2002;0.3645;0.119
United Kingdom;2003;0.3758;0.1297
United Kingdom;2004;0.3702;0.1284
United Kingdom;2005;0.3815;0.141
United Kingdom;2006;0.3849;0.145
United Kingdom;2007;0.3857;0.1455
United Kingdom;2008;0.3689;0.1395
United Kingdom;2009;0.385;0.1417
United Kingdom;2010;0.3464;0.1215
United Kingdom;2011;0.3554;0.1302
United Kingdom;2012;0.3647;0.1263
United Kingdom;2013;0.3866;0.1369
United Kingdom;2014;0.3669;0.1323
United Kingdom;2015;0.356;0.1225
United Kingdom;2016;0.3562;0.1241
United Kingdom;2017;0.3592;0.133
United Kingdom;2018;0.3593;0.1296
United Kingdom;2019;0.3564;0.126
